job_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,forest_tree_count,forest_max_depth,forest_min_leaf,forest_feature_fraction,nuisance_r2_outcome,nuisance_r2_treatment
baseline_tdc_lp_credit_spreads,baa_aaa,0,1.2367978197034748e-05,2.029594548704877e-05,-2.7412074957580837e-05,5.214803135165034e-05,0.6093817213357708,0.542271450723598,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.005071,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_credit_spreads,baa_aaa,1,1.2908034405907455e-05,2.0433898528335837e-05,-2.7142406709630782e-05,5.2958475521445696e-05,0.6316970982315386,0.5275848245383115,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.005192,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_credit_spreads,baa_aaa,2,2.343952035356465e-06,1.6424810051816827e-05,-2.9848675666204518e-05,3.4536579736917444e-05,0.14270801476314116,0.8865207866455471,92,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,2,0.000168,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_credit_spreads,baa_aaa,4,2.367709741677583e-06,1.532952742866893e-05,-2.767816401851352e-05,3.2413583501868686e-05,0.15445418997388963,0.877251628810207,90,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,4,0.000164,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_credit_spreads,baa_aaa,8,3.089967578474434e-05,1.8531320415755427e-05,-5.4217122301362925e-06,6.722106379962498e-05,1.6674297940730265,0.09542897361067304,86,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,8,0.024761,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_credit_spreads,investment_grade_oas,0,9.106273767964895e-08,3.975259121302076e-07,-6.880880500955579e-07,8.702135254548558e-07,0.22907371545083535,0.8188116223419675,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.000677,,,40,3,8,0.5,0.030371,0.0
baseline_tdc_lp_credit_spreads,investment_grade_oas,1,5.036737380034075e-08,3.4975198871193196e-07,-6.351465240750458e-07,7.358812716757274e-07,0.14400882747181487,0.8854934989851324,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.0002,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_credit_spreads,investment_grade_oas,2,-9.46594094211766e-08,2.871600255673449e-07,-6.574930595331726e-07,4.681742406908194e-07,-0.32963992545326276,0.7416720510926429,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,2,0.000638,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_credit_spreads,investment_grade_oas,4,-3.077574598816445e-07,2.810151777601673e-07,-8.585472082915724e-07,2.430322885282834e-07,-1.0951631236954056,0.2734451780709055,91,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,4,0.005968,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_credit_spreads,investment_grade_oas,8,3.3478331285971756e-07,4.2455589067909226e-07,-4.973462328713033e-07,1.1669128585907384e-06,0.7885494471039366,0.43037538745244097,87,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,8,0.006017,,,40,3,8,0.5,0.0,0.0
