job_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids
baseline_tdc_lp_inflation,headline_cpi_inflation_qoq_ann,0,-1.3537379137177906e-06,1.6043155458212906e-06,-4.49819638352752e-06,1.7907205560919387e-06,-0.8438102574296114,0.3987754426980019,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,ols_newey_west_scaffold,newey_west,1,0.452386,,
baseline_tdc_lp_inflation,headline_cpi_inflation_qoq_ann,1,-8.787059876478796e-07,1.720122744584487e-06,-4.250146567033474e-06,2.4927345917377145e-06,-0.5108391191351521,0.6094637144000363,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,ols_newey_west_scaffold,newey_west,1,0.330624,,
baseline_tdc_lp_inflation,headline_cpi_inflation_qoq_ann,2,1.052683545613976e-06,8.891735184414245e-07,-6.90096550531216e-07,2.795463641759168e-06,1.1838898975074716,0.23645664975583047,92,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,ols_newey_west_scaffold,newey_west,2,0.359893,,
baseline_tdc_lp_inflation,headline_cpi_inflation_qoq_ann,4,4.4777674475004e-07,8.591041042109933e-07,-1.2360672995035068e-06,2.1316207890035867e-06,0.5212136021178493,0.6022179796427924,90,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,ols_newey_west_scaffold,newey_west,4,0.26962,,
baseline_tdc_lp_inflation,headline_cpi_inflation_qoq_ann,8,1.4905056475471716e-06,9.568926130177071e-07,-3.850038739675343e-07,3.3660151690618774e-06,1.5576519530719695,0.11931577591326104,86,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,ols_newey_west_scaffold,newey_west,8,0.206849,,
baseline_tdc_lp_inflation,core_cpi_inflation_qoq_ann,0,-5.344350903717141e-07,7.1327269364838e-07,-1.9324495699225388e-06,8.635793891791107e-07,-0.7492717653862312,0.4536934219156352,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,ols_newey_west_scaffold,newey_west,1,0.523837,,
baseline_tdc_lp_inflation,core_cpi_inflation_qoq_ann,1,-9.61597151269224e-07,9.696438145870687e-07,-2.8620990278598787e-06,9.389047253214305e-07,-0.991701423556988,0.32134319642580467,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,ols_newey_west_scaffold,newey_west,1,0.598241,,
baseline_tdc_lp_inflation,core_cpi_inflation_qoq_ann,2,-2.139601025306495e-07,5.796259165483238e-07,-1.3500268989653642e-06,9.221066939040652e-07,-0.36913480992151515,0.7120272437316049,92,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,ols_newey_west_scaffold,newey_west,2,0.585449,,
baseline_tdc_lp_inflation,core_cpi_inflation_qoq_ann,4,2.0931886638826422e-07,5.635802712241824e-07,-8.952984652111332e-07,1.3139361979876617e-06,0.3714091444925701,0.7103328155868114,90,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,ols_newey_west_scaffold,newey_west,4,0.497487,,
baseline_tdc_lp_inflation,core_cpi_inflation_qoq_ann,8,1.3972150777491228e-06,7.702999128298437e-07,-1.1257275139737082e-07,2.9070029068956167e-06,1.8138585432473782,0.06969950665542468,86,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,ols_newey_west_scaffold,newey_west,8,0.424114,,
