job_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,instrument_ids,first_stage_r2,first_stage_partial_r2,first_stage_f_excluded,weak_instrument_flag
tdc_lpiv_deposits_qra_bank_absorption,matched_total_deposits,0,-1.1334456637565609,11.973454495094233,-24.601416474141256,22.334525146628135,-0.09466321221005655,0.9245823391167758,64,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k300_f1,dflmx_k300_f2,dflmx_k300_f3,dflmx_k300_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_absorption,0.662616,0.00078,0.040594,true
tdc_lpiv_deposits_qra_bank_absorption,matched_total_deposits,1,-0.5716701635268997,2.3164460565619462,-5.111904434388315,3.9685641073345153,-0.246787600301545,0.8050726072661405,63,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k300_f1,dflmx_k300_f2,dflmx_k300_f3,dflmx_k300_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.108973,weak_instrument,,iv_qra_x_bank_absorption,0.668324,0.005196,0.266367,true
tdc_lpiv_deposits_qra_bank_absorption,matched_total_deposits,2,-1.9556670012457549,1.5315901170012303,-4.957583630568166,1.0462496280766562,-1.2768866680041289,0.201642261607204,62,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k300_f1,dflmx_k300_f2,dflmx_k300_f3,dflmx_k300_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_absorption,0.683269,0.072022,3.880586,true
tdc_lpiv_deposits_qra_bank_absorption,matched_total_deposits,4,0.7937584327877298,0.7210010553710744,-0.619403635739576,2.206920501315036,1.1009116101490444,0.2709351285166377,60,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k300_f1,dflmx_k300_f2,dflmx_k300_f3,dflmx_k300_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.241411,weak_instrument,,iv_qra_x_bank_absorption,0.741559,0.095145,5.047195,true
tdc_lpiv_deposits_qra_bank_absorption,matched_total_deposits,8,0.9562063670320187,0.6780511093299582,-0.37277380725469933,2.285186541318737,1.41022756820932,0.15847249802679464,59,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k300_f1,dflmx_k300_f2,dflmx_k300_f3,dflmx_k300_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.229483,weak_instrument,,iv_qra_x_bank_absorption,0.737439,0.092589,4.795737,true
tdc_lpiv_deposits_qra_bank_absorption,other_component_qoq,0,-2.1334456630786462,11.973454491949877,-25.601416467300403,21.33452514114311,-0.1781812980132866,0.858580596718912,64,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k300_f1,dflmx_k300_f2,dflmx_k300_f3,dflmx_k300_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_absorption,0.662616,0.00078,0.040594,true
tdc_lpiv_deposits_qra_bank_absorption,other_component_qoq,1,4.681245864709538,10.118442754457993,-15.150901934028127,24.513393663447204,0.4626448929255513,0.643618924337271,63,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k300_f1,dflmx_k300_f2,dflmx_k300_f3,dflmx_k300_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_absorption,0.668324,0.005196,0.266367,true
tdc_lpiv_deposits_qra_bank_absorption,other_component_qoq,2,-1.3947598423533396,0.950649078107049,-3.2580320354431556,0.46851235073647635,-1.4671658285627465,0.1423309501713641,62,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k300_f1,dflmx_k300_f2,dflmx_k300_f3,dflmx_k300_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_absorption,0.683269,0.072022,3.880586,true
tdc_lpiv_deposits_qra_bank_absorption,other_component_qoq,4,0.7276580323830513,0.8860880505657822,-1.009074546725882,2.4643906114919845,0.8212028498955937,0.4115307334890872,60,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k300_f1,dflmx_k300_f2,dflmx_k300_f3,dflmx_k300_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.022098,weak_instrument,,iv_qra_x_bank_absorption,0.741559,0.095145,5.047195,true
tdc_lpiv_deposits_qra_bank_absorption,other_component_qoq,8,-0.4009855574977692,0.597702257790991,-1.5724819827681114,0.7705108677725729,-0.670878438672368,0.5022979729625843,59,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k300_f1,dflmx_k300_f2,dflmx_k300_f3,dflmx_k300_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.221507,weak_instrument,,iv_qra_x_bank_absorption,0.737439,0.092589,4.795737,true
