job_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,instrument_ids,first_stage_r2,first_stage_partial_r2,first_stage_f_excluded,weak_instrument_flag
tdc_lpiv_deposits_qra_ru_gap,matched_total_deposits,0,2.3098919245089995,2.6687925593053032,-2.920941491729395,7.540725340747394,0.8655194711387658,0.38675373363057197,64,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_ru_gap,0.665,0.007832,0.410505,true
tdc_lpiv_deposits_qra_ru_gap,matched_total_deposits,1,1.4387905291007383,2.091882510035049,-2.6612991905679575,5.538880248769434,0.6877970068580151,0.4915806212637819,63,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.104314,weak_instrument,,iv_qra_x_ru_gap,0.671124,0.012811,0.661864,true
tdc_lpiv_deposits_qra_ru_gap,matched_total_deposits,2,-1.9134203540296513,1.993750472248555,-5.821171279636819,1.9943305715775166,-0.95970904115784,0.3372016716770858,62,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_ru_gap,0.669084,0.035462,1.838283,true
tdc_lpiv_deposits_qra_ru_gap,matched_total_deposits,4,0.7656670623600369,0.6118263433956292,-0.4335125706953965,1.9648466954154702,1.2514450719963992,0.21077214184064608,60,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.248586,weak_instrument,,iv_qra_x_ru_gap,0.738917,0.073809,3.82518,true
tdc_lpiv_deposits_qra_ru_gap,matched_total_deposits,8,0.7792298506348385,1.082473074276033,-1.3424173749461858,2.900877076215863,0.719860723700674,0.47161075262656915,59,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.323962,weak_instrument,,iv_qra_x_ru_gap,0.735001,0.069373,3.503559,true
tdc_lpiv_deposits_qra_ru_gap,other_component_qoq,0,1.3098919245364575,2.668792559400328,-3.9209414918881853,6.5407253409611,0.49081818664497,0.6235550458287922,64,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_ru_gap,0.665,0.007832,0.410505,true
tdc_lpiv_deposits_qra_ru_gap,other_component_qoq,1,3.9936929736031264,5.395686178371671,-6.581851936005348,14.569237883211601,0.7401640572818409,0.4592004539299057,63,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_ru_gap,0.671124,0.012811,0.661864,true
tdc_lpiv_deposits_qra_ru_gap,other_component_qoq,2,-1.3645109436165355,1.5198742615415113,-4.343464496237898,1.6144426090048267,-0.8977788348311124,0.36930347056215806,62,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_ru_gap,0.669084,0.035462,1.838283,true
tdc_lpiv_deposits_qra_ru_gap,other_component_qoq,4,0.0028756086794954616,0.7748777117342694,-1.5158847063196728,1.5216359236786636,0.003711048383440406,0.9970390185868423,60,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.303423,weak_instrument,,iv_qra_x_ru_gap,0.738917,0.073809,3.82518,true
tdc_lpiv_deposits_qra_ru_gap,other_component_qoq,8,0.2703660774104585,0.8770928803316772,-1.448735968039629,1.9894681228605458,0.30825250492082223,0.757890203056891,59,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.254238,weak_instrument,,iv_qra_x_ru_gap,0.735001,0.069373,3.503559,true
