job_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,dml_fold_count,ridge_alpha,nuisance_r2_outcome,nuisance_r2_treatment
baseline_tdc_lp_credit_spreads,baa_aaa,0,9.969719692885619e-05,4.877602462311151e-05,4.0961886675576335e-06,0.00019529820519015474,2.0439795514129853,0.040955567305957175,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,dml_crossfit_ridge_newey_west,newey_west,1,0.085522,,,3,1.0,0.0,0.149912
baseline_tdc_lp_credit_spreads,baa_aaa,1,8.567312937211219e-05,5.560468733390006e-05,-2.3312057802331928e-05,0.0001946583165465563,1.5407537292252795,0.12337673470556965,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,dml_crossfit_ridge_newey_west,newey_west,1,0.073834,,,3,1.0,0.0,0.149912
baseline_tdc_lp_credit_spreads,baa_aaa,2,6.347963544751646e-05,5.9735145288031595e-05,-5.360124931702547e-05,0.0001805605202120584,1.0626848757365475,0.28792488186216114,92,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,dml_crossfit_ridge_newey_west,newey_west,2,0.054325,,,3,1.0,0.0,0.159653
baseline_tdc_lp_credit_spreads,baa_aaa,4,2.123071140256275e-05,6.535035822459569e-05,-0.00010685599071764478,0.00014931741352277027,0.32487521077691994,0.745275519042051,90,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,dml_crossfit_ridge_newey_west,newey_west,4,0.00526,,,3,1.0,0.0,0.185598
baseline_tdc_lp_credit_spreads,baa_aaa,8,-5.686497057331568e-05,4.008635578793948e-05,-0.00013543422791767706,2.1704286771045686e-05,-1.4185617389152716,0.1560268272276557,86,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,dml_crossfit_ridge_newey_west,newey_west,8,0.022181,,,3,1.0,0.0,0.292651
baseline_tdc_lp_credit_spreads,investment_grade_oas,0,1.6138142173688658e-06,9.793025556154776e-07,-3.056187916374704e-07,3.533247226375202e-06,1.647921991130317,0.09936868006200195,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,dml_crossfit_ridge_newey_west,newey_west,1,0.065986,,,3,1.0,0.0,0.149912
baseline_tdc_lp_credit_spreads,investment_grade_oas,1,1.2280092316135842e-06,1.1190863886528635e-06,-9.654000901460285e-07,3.4214185533731966e-06,1.097331934393233,0.2724963158589335,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,dml_crossfit_ridge_newey_west,newey_west,1,0.041034,,,3,1.0,0.0,0.149912
baseline_tdc_lp_credit_spreads,investment_grade_oas,2,7.902146043666142e-07,1.3207869787758251e-06,-1.7985278740340032e-06,3.3789570827672316e-06,0.5982907289857041,0.5496459615855975,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,dml_crossfit_ridge_newey_west,newey_west,2,0.017243,,,3,1.0,0.0,0.149912
baseline_tdc_lp_credit_spreads,investment_grade_oas,4,-2.9332358367457864e-07,1.3455897312428187e-06,-2.9306794569105034e-06,2.344032289561346e-06,-0.21798886901705022,0.8274377841272555,91,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,dml_crossfit_ridge_newey_west,newey_west,4,0.001908,,,3,1.0,0.0,0.105879
baseline_tdc_lp_credit_spreads,investment_grade_oas,8,-1.4949164440710904e-06,8.939893993734824e-07,-3.2471356668431156e-06,2.57302778700935e-07,-1.6721858728064833,0.09448767535567937,87,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,dml_crossfit_ridge_newey_west,newey_west,8,0.028156,,,3,1.0,0.0,0.299809
